Id,SalePrice_Predicted
1600,185658.79386731563
1601,140141.7421044588
1602,138204.48352687247
1603,138204.48352687247
1604,177823.39797619163
1605,202843.36274659433
1606,189309.05907648976
1607,282273.25057418644
1608,189309.05907648976
1609,176604.54522006903
1610,192086.35289202753
1611,143731.18920432345
1612,176312.4520066487
1613,192880.86547301023
1614,135856.5077317208
1615,149089.66692954986
1616,149089.66692954986
1617,149089.66692954986
1618,138204.48352687247
1619,135856.5077317208
1620,381617.75011105824
1621,148149.98756504373
1622,196110.44044594702
1623,183235.31960076635
1624,192086.35289202753
1625,135856.5077317208
1626,192880.86547301023
1627,197088.5120270427
1628,206376.57458452272
1629,192086.35289202753
1630,178268.14705034863
1631,185658.79386731563
1632,176604.54522006903
1633,197088.5120270427
1634,192086.35289202753
1635,192086.35289202753
1636,189309.05907648976
1637,193858.93705410598
1638,201502.61252874113
1639,176312.4520066487
1640,213600.37260116107
1641,176312.4520066487
1642,197088.5120270427
1643,192086.35289202753
1644,197088.5120270427
1645,192880.86547301023
1646,189309.05907648976
1647,185658.79386731563
1648,148149.98756504373
1649,148149.98756504373
1650,135856.5077317208
1651,138204.48352687247
1652,149089.66692954986
1653,149089.66692954986
1654,197088.5120270427
1655,183852.69299673924
1656,193858.93705410598
1657,197088.5120270427
1658,193858.93705410598
1659,135856.5077317208
1660,138204.48352687247
1661,299200.26606882515
1662,201502.61252874113
1663,192880.86547301023
1664,201502.61252874113
1665,192880.86547301023
1666,176312.4520066487
1667,211250.53664030432
1668,196110.44044594702
1669,189309.05907648976
1670,192880.86547301023
1671,178268.14705034863
1672,205704.8871295609
1673,271350.45740146004
1674,189309.05907648976
1675,189309.05907648976
1676,185658.79386731563
1677,176604.54522006903
1678,202843.36274659433
1679,202843.36274659433
1680,176604.54522006903
1681,189309.05907648976
1682,178268.14705034863
1683,189309.05907648976
1684,201502.61252874113
1685,192086.35289202753
1686,177823.39797619163
1687,183235.31960076635
1688,192086.35289202753
1689,197088.5120270427
1690,201502.61252874113
1691,197088.5120270427
1692,201502.61252874113
1693,197088.5120270427
1694,197088.5120270427
1695,192086.35289202753
1696,201502.61252874113
1697,197088.5120270427
1698,211250.53664030432
1699,176312.4520066487
1700,192086.35289202753
1701,202843.36274659433
1702,192880.86547301023
1703,197088.5120270427
1704,192880.86547301023
1705,192880.86547301023
1706,180223.84209404857
1707,176604.54522006903
1708,192880.86547301023
1709,176312.4520066487
1710,176604.54522006903
1711,201502.61252874113
1712,178268.14705034863
1713,178268.14705034863
1714,176604.54522006903
1715,193858.93705410598
1716,148149.98756504373
1717,148149.98756504373
1718,149089.66692954986
1719,201502.61252874113
1720,189309.05907648976
1721,163334.24410996254
1722,148149.98756504373
1723,176604.54522006903
1724,176604.54522006903
1725,202843.36274659433
1726,193858.93705410598
1727,177823.39797619163
1728,193858.93705410598
1729,193858.93705410598
1730,196110.44044594702
1731,135856.5077317208
1732,135856.5077317208
1733,135856.5077317208
1734,185658.79386731563
1735,140967.83636559796
1736,136565.4636609339
1737,189309.05907648976
1738,192086.35289202753
1739,213600.37260116107
1740,193858.93705410598
1741,149089.66692954986
1742,194071.72948710853
1743,193858.93705410598
1744,177823.39797619163
1745,149334.12978826495
1746,193057.58608032262
1747,197088.5120270427
1748,202843.36274659433
1749,189309.05907648976
1750,135856.5077317208
1751,248074.2178203475
1752,135856.5077317208
1753,149334.12978826495
1754,201502.61252874113
1755,185658.79386731563
1756,135856.5077317208
1757,135856.5077317208
1758,136565.4636609339
1759,192880.86547301023
1760,163334.24410996254
1761,148149.98756504373
1762,197088.5120270427
1763,137611.76893482835
1764,135856.5077317208
1765,135856.5077317208
1766,189309.05907648976
1767,177823.39797619163
1768,136565.4636609339
1769,149089.66692954986
1770,176604.54522006903
1771,136565.4636609339
1772,136565.4636609339
1773,136565.4636609339
1774,196110.44044594702
1775,136565.4636609339
1776,135856.5077317208
1777,140141.7421044588
1778,138204.48352687247
1779,149334.12978826495
1780,163334.24410996254
1781,136565.4636609339
1782,139066.76379087652
1783,176312.4520066487
1784,140967.83636559796
1785,140967.83636559796
1786,178268.14705034863
1787,177823.39797619163
1788,140141.7421044588
1789,140141.7421044588
1790,149716.37185020233
1791,263000.55185950384
1792,148149.98756504373
1793,136565.4636609339
1794,140967.83636559796
1795,135856.5077317208
1796,135856.5077317208
1797,135856.5077317208
1798,136565.4636609339
1799,139066.76379087652
1800,136565.4636609339
1801,176604.54522006903
1802,140967.83636559796
1803,152802.91174239694
1804,139066.76379087652
1805,136565.4636609339
1806,140967.83636559796
1807,194839.4008297775
1808,163334.24410996254
1809,176312.4520066487
1810,169924.77472693333
1811,178268.14705034863
1812,140967.83636559796
1813,163334.24410996254
1814,138204.48352687247
1815,140141.7421044588
1816,138204.48352687247
1817,176312.4520066487
1818,178268.14705034863
1819,138204.48352687247
1820,138204.48352687247
1821,140967.83636559796
1822,146494.54204304895
1823,138204.48352687247
1824,140967.83636559796
1825,176312.4520066487
1826,140967.83636559796
1827,138204.48352687247
1828,176604.54522006903
1829,138204.48352687247
1830,178268.14705034863
1831,178268.14705034863
1832,189145.22887781804
1833,178268.14705034863
1834,143731.18920432345
1835,213600.37260116107
1836,140141.7421044588
1837,138204.48352687247
1838,169924.77472693333
1839,140141.7421044588
1840,225538.04449513427
1841,189309.05907648976
1842,176604.54522006903
1843,148149.98756504373
1844,135856.5077317208
1845,196110.44044594702
1846,136565.4636609339
1847,157616.70182217582
1848,138204.48352687247
1849,136565.4636609339
1850,135856.5077317208
1851,163334.24410996254
1852,135856.5077317208
1853,185658.79386731563
1854,149716.37185020233
1855,149089.66692954986
1856,202843.36274659433
1857,143731.18920432345
1858,196110.44044594702
1859,196110.44044594702
1860,212080.25559720106
1861,196110.44044594702
1862,400985.2117544774
1863,400985.2117544774
1864,400985.2117544774
1865,152802.91174239694
1866,196110.44044594702
1867,189309.05907648976
1868,176312.4520066487
1869,189309.05907648976
1870,185658.79386731563
1871,176312.4520066487
1872,192086.35289202753
1873,192086.35289202753
1874,135856.5077317208
1875,185658.79386731563
1876,197088.5120270427
1877,189309.05907648976
1878,189309.05907648976
1879,135856.5077317208
1880,135856.5077317208
1881,189309.05907648976
1882,201502.61252874113
1883,193858.93705410598
1884,193858.93705410598
1885,177823.39797619163
1886,176312.4520066487
1887,176312.4520066487
1888,192880.86547301023
1889,193858.93705410598
1890,143731.18920432345
1891,138204.48352687247
1892,135856.5077317208
1893,136565.4636609339
1894,205704.8871295609
1895,137611.76893482835
1896,140967.83636559796
1897,169924.77472693333
1898,163334.24410996254
1899,140967.83636559796
1900,140967.83636559796
1901,163334.24410996254
1902,135856.5077317208
1903,256628.41201942813
1904,136565.4636609339
1905,189309.05907648976
1906,176312.4520066487
1907,148149.98756504373
1908,135856.5077317208
1909,156525.30798008243
1910,149089.66692954986
1911,193858.93705410598
1912,176312.4520066487
1913,189145.22887781804
1914,140141.7421044588
1915,177823.39797619163
1916,140141.7421044588
1917,192086.35289202753
1918,135856.5077317208
1919,149089.66692954986
1920,185658.79386731563
1921,200386.34467616206
1922,192880.86547301023
1923,192086.35289202753
1924,192086.35289202753
1925,206376.57458452272
1926,192880.86547301023
1927,136565.4636609339
1928,176312.4520066487
1929,139066.76379087652
1930,138204.48352687247
1931,138204.48352687247
1932,148149.98756504373
1933,149334.12978826495
1934,192086.35289202753
1935,192086.35289202753
1936,197088.5120270427
1937,197088.5120270427
1938,176312.4520066487
1939,148149.98756504373
1940,185658.79386731563
1941,197088.5120270427
1942,197088.5120270427
1943,185658.79386731563
1944,294326.3040130435
1945,192880.86547301023
1946,137611.76893482835
1947,189309.05907648976
1948,193858.93705410598
1949,189309.05907648976
1950,189309.05907648976
1951,192880.86547301023
1952,189309.05907648976
1953,189309.05907648976
1954,192086.35289202753
1955,149334.12978826495
1956,201502.61252874113
1957,185658.79386731563
1958,206376.57458452272
1959,236034.2235789965
1960,139066.76379087652
1961,135856.5077317208
1962,149089.66692954986
1963,149089.66692954986
1964,193858.93705410598
1965,197088.5120270427
1966,183852.69299673924
1967,192880.86547301023
1968,206376.57458452272
1969,192880.86547301023
1970,206376.57458452272
1971,224357.38245572784
1972,206376.57458452272
1973,211250.53664030432
1974,206376.57458452272
1975,149334.12978826495
1976,176312.4520066487
1977,224357.38245572784
1978,206376.57458452272
1979,192880.86547301023
1980,189309.05907648976
1981,176604.54522006903
1982,176604.54522006903
1983,176604.54522006903
1984,183235.31960076635
1985,189309.05907648976
1986,192880.86547301023
1987,177823.39797619163
1988,201502.61252874113
1989,192086.35289202753
1990,206376.57458452272
1991,176604.54522006903
1992,202843.36274659433
1993,193858.93705410598
1994,202843.36274659433
1995,197088.5120270427
1996,206376.57458452272
1997,201502.61252874113
1998,185658.79386731563
1999,245871.40216486139
2000,206376.57458452272
2001,213600.37260116107
2002,192880.86547301023
2003,274231.28474393405
2004,202843.36274659433
2005,176604.54522006903
2006,176604.54522006903
2007,192880.86547301023
2008,176604.54522006903
2009,197088.5120270427
2010,202843.36274659433
2011,140967.83636559796
2012,189309.05907648976
2013,193858.93705410598
2014,192086.35289202753
2015,183235.31960076635
2016,197088.5120270427
2017,197088.5120270427
2018,135856.5077317208
2019,138204.48352687247
2020,135856.5077317208
2021,135856.5077317208
2022,189309.05907648976
2023,185658.79386731563
2024,213600.37260116107
2025,224357.38245572784
2026,177823.39797619163
2027,193057.58608032262
2028,185658.79386731563
2029,193858.93705410598
2030,185658.79386731563
2031,149089.66692954986
2032,149089.66692954986
2033,177823.39797619163
2034,177210.001172874
2035,197088.5120270427
2036,197088.5120270427
2037,192086.35289202753
2038,192086.35289202753
2039,153271.61057780305
2040,241396.1586817299
2041,228991.5048420687
2042,197088.5120270427
2043,192880.86547301023
2044,152802.91174239694
2045,196110.44044594702
2046,196110.44044594702
2047,149334.12978826495
2048,138204.48352687247
2049,205704.8871295609
2050,149334.12978826495
2051,136565.4636609339
2052,135856.5077317208
2053,140967.83636559796
2054,138204.48352687247
2055,189309.05907648976
2056,143731.18920432345
2057,135856.5077317208
2058,213600.37260116107
2059,136565.4636609339
2060,176312.4520066487
2061,135856.5077317208
2062,138204.48352687247
2063,139066.76379087652
2064,148149.98756504373
2065,135856.5077317208
2066,189309.05907648976
2067,192086.35289202753
2068,200386.34467616206
2069,142081.05902847153
2070,138204.48352687247
2071,140141.7421044588
2072,143731.18920432345
2073,149089.66692954986
2074,163334.24410996254
2075,138204.48352687247
2076,135856.5077317208
2077,148149.98756504373
2078,136565.4636609339
2079,177823.39797619163
2080,139066.76379087652
2081,136565.4636609339
2082,205704.8871295609
2083,163334.24410996254
2084,139066.76379087652
2085,136565.4636609339
2086,137611.76893482835
2087,140967.83636559796
2088,140967.83636559796
2089,140141.7421044588
2090,169924.77472693333
2091,180223.84209404857
2092,178268.14705034863
2093,140967.83636559796
2094,138204.48352687247
2095,178268.14705034863
2096,138204.48352687247
2097,138204.48352687247
2098,138204.48352687247
2099,142081.05902847153
2100,176604.54522006903
2101,184427.17218645138
2102,143731.18920432345
2103,138204.48352687247
2104,184427.17218645138
2105,169924.77472693333
2106,138204.48352687247
2107,184427.17218645138
2108,135856.5077317208
2109,138204.48352687247
2110,138204.48352687247
2111,179037.39749865525
2112,176604.54522006903
2113,140967.83636559796
2114,163334.24410996254
2115,163334.24410996254
2116,138204.48352687247
2117,177823.39797619163
2118,176312.4520066487
2119,140967.83636559796
2120,140967.83636559796
2121,140141.7421044588
2122,140967.83636559796
2123,140967.83636559796
2124,176312.4520066487
2125,176312.4520066487
2126,178268.14705034863
2127,178268.14705034863
2128,143731.18920432345
2129,140141.7421044588
2130,149334.12978826495
2131,180223.84209404857
2132,176604.54522006903
2133,138204.48352687247
2134,176604.54522006903
2135,138204.48352687247
2136,178268.14705034863
2137,140967.83636559796
2138,136565.4636609339
2139,136565.4636609339
2140,140967.83636559796
2141,136565.4636609339
2142,136565.4636609339
2143,135856.5077317208
2144,140967.83636559796
2145,140967.83636559796
2146,139066.76379087652
2147,192880.86547301023
2148,163334.24410996254
2149,135856.5077317208
2150,192880.86547301023
2151,138204.48352687247
2152,138204.48352687247
2153,136565.4636609339
2154,139066.76379087652
2155,169924.77472693333
2156,213600.37260116107
2157,197088.5120270427
2158,213600.37260116107
2159,201502.61252874113
2160,193858.93705410598
2161,192880.86547301023
2162,192880.86547301023
2163,201502.61252874113
2164,189309.05907648976
2165,189309.05907648976
2166,135856.5077317208
2167,177823.39797619163
2168,193858.93705410598
2169,193858.93705410598
2170,183235.31960076635
2171,135856.5077317208
2172,149089.66692954986
2173,177823.39797619163
2174,201502.61252874113
2175,192086.35289202753
2176,176604.54522006903
2177,206376.57458452272
2178,192086.35289202753
2179,143201.68701170542
2180,178268.14705034863
2181,189309.05907648976
2182,189309.05907648976
2183,189309.05907648976
2184,136565.4636609339
2185,136565.4636609339
2186,148149.98756504373
2187,136565.4636609339
2188,163334.24410996254
2189,277738.8770518453
2190,189309.05907648976
2191,189309.05907648976
2192,139066.76379087652
2193,156525.30798008243
2194,179037.39749865525
2195,135856.5077317208
2196,136565.4636609339
2197,163334.24410996254
2198,176312.4520066487
2199,281906.69874397415
2200,140967.83636559796
2201,140967.83636559796
2202,176312.4520066487
2203,143731.18920432345
2204,176312.4520066487
2205,140967.83636559796
2206,135856.5077317208
2207,189227.73339177677
2208,202843.36274659433
2209,197088.5120270427
2210,135856.5077317208
2211,138204.48352687247
2212,138204.48352687247
2213,143731.18920432345
2214,149334.12978826495
2215,138204.48352687247
2216,192880.86547301023
2217,139066.76379087652
2218,140967.83636559796
2219,138204.48352687247
2220,156525.30798008243
2221,177823.39797619163
2222,177823.39797619163
2223,232591.5869686134
2224,202843.36274659433
2225,236034.2235789965
2226,189309.05907648976
2227,189309.05907648976
2228,178268.14705034863
2229,193858.93705410598
2230,183235.31960076635
2231,193858.93705410598
2232,196110.44044594702
2233,189309.05907648976
2234,192880.86547301023
2235,176604.54522006903
2236,192880.86547301023
2237,192086.35289202753
2238,178268.14705034863
2239,138204.48352687247
2240,183852.69299673924
2241,136565.4636609339
2242,136565.4636609339
2243,189309.05907648976
2244,138204.48352687247
2245,139066.76379087652
2246,136565.4636609339
2247,183235.31960076635
2248,139066.76379087652
2249,140967.83636559796
2250,136565.4636609339
2251,176312.4520066487
2252,192880.86547301023
2253,197088.5120270427
2254,197088.5120270427
2255,192086.35289202753
2256,193858.93705410598
2257,253274.50211778303
2258,176604.54522006903
2259,192086.35289202753
2260,136565.4636609339
2261,185658.79386731563
2262,139066.76379087652
2263,299200.26606882515
2264,202843.36274659433
2265,169924.77472693333
2266,189309.05907648976
2267,149334.12978826495
2268,178268.14705034863
2269,185658.79386731563
2270,183235.31960076635
2271,176312.4520066487
2272,206376.57458452272
2273,189309.05907648976
2274,177823.39797619163
2275,189309.05907648976
2276,185658.79386731563
2277,201502.61252874113
2278,143731.18920432345
2279,138204.48352687247
2280,139066.76379087652
2281,185658.79386731563
2282,177823.39797619163
2283,148149.98756504373
2284,149334.12978826495
2285,183852.69299673924
2286,135856.5077317208
2287,176312.4520066487
2288,176312.4520066487
2289,197088.5120270427
2290,201502.61252874113
2291,235114.39231029458
2292,192086.35289202753
2293,196110.44044594702
2294,213600.37260116107
2295,197088.5120270427
2296,192086.35289202753
2297,201502.61252874113
2298,197088.5120270427
2299,216124.49869608594
2300,197088.5120270427
2301,201502.61252874113
2302,176312.4520066487
2303,192880.86547301023
2304,192086.35289202753
2305,156525.30798008243
2306,156525.30798008243
2307,176604.54522006903
2308,189309.05907648976
2309,189309.05907648976
2310,189309.05907648976
2311,189309.05907648976
2312,274231.28474393405
2313,183235.31960076635
2314,176604.54522006903
2315,197088.5120270427
2316,183235.31960076635
2317,189309.05907648976
2318,193858.93705410598
2319,197088.5120270427
2320,189309.05907648976
2321,192880.86547301023
2322,189309.05907648976
2323,177823.39797619163
2324,201502.61252874113
2325,193858.93705410598
2326,197088.5120270427
2327,201502.61252874113
2328,201502.61252874113
2329,197088.5120270427
2330,192086.35289202753
2331,202843.36274659433
2332,206376.57458452272
2333,213600.37260116107
2334,201502.61252874113
2335,213600.37260116107
2336,202843.36274659433
2337,185658.79386731563
2338,189309.05907648976
2339,192880.86547301023
2340,189309.05907648976
2341,293311.2289411751
2342,192880.86547301023
2343,176312.4520066487
2344,197088.5120270427
2345,197088.5120270427
2346,189309.05907648976
2347,176604.54522006903
2348,201502.61252874113
2349,277460.8597168709
2350,201502.61252874113
2351,189309.05907648976
2352,185658.79386731563
2353,206376.57458452272
2354,163334.24410996254
2355,149089.66692954986
2356,140967.83636559796
2357,192880.86547301023
2358,192086.35289202753
2359,149089.66692954986
2360,135856.5077317208
2361,149089.66692954986
2362,197088.5120270427
2363,135856.5077317208
2364,138204.48352687247
2365,189309.05907648976
2366,177823.39797619163
2367,177823.39797619163
2368,177823.39797619163
2369,177210.001172874
2370,193858.93705410598
2371,194071.72948710853
2372,177823.39797619163
2373,202843.36274659433
2374,201502.61252874113
2375,156525.30798008243
2376,201502.61252874113
2377,192880.86547301023
2378,149334.12978826495
2379,201502.61252874113
2380,136565.4636609339
2381,148149.98756504373
2382,178268.14705034863
2383,189309.05907648976
2384,201502.61252874113
2385,189309.05907648976
2386,136565.4636609339
2387,138204.48352687247
2388,196110.44044594702
2389,136565.4636609339
2390,136565.4636609339
2391,135856.5077317208
2392,135856.5077317208
2393,189309.05907648976
2394,185658.79386731563
2395,202843.36274659433
2396,137611.76893482835
2397,163334.24410996254
2398,140141.7421044588
2399,140141.7421044588
2400,140141.7421044588
2401,138204.48352687247
2402,136565.4636609339
2403,196110.44044594702
2404,189309.05907648976
2405,136565.4636609339
2406,140141.7421044588
2407,136565.4636609339
2408,136565.4636609339
2409,136565.4636609339
2410,146494.54204304895
2411,135856.5077317208
2412,143731.18920432345
2413,135856.5077317208
2414,163334.24410996254
2415,196110.44044594702
2416,135856.5077317208
2417,136565.4636609339
2418,138204.48352687247
2419,137611.76893482835
2420,135856.5077317208
2421,136565.4636609339
2422,136565.4636609339
2423,176312.4520066487
2424,143731.18920432345
2425,265325.13897356763
2426,176604.54522006903
2427,163334.24410996254
2428,176604.54522006903
2429,135856.5077317208
2430,135856.5077317208
2431,148149.98756504373
2432,140967.83636559796
2433,136565.4636609339
2434,148149.98756504373
2435,136565.4636609339
2436,137611.76893482835
2437,135856.5077317208
2438,136565.4636609339
2439,138204.48352687247
2440,140967.83636559796
2441,140141.7421044588
2442,138204.48352687247
2443,138204.48352687247
2444,140967.83636559796
2445,140967.83636559796
2446,192086.35289202753
2447,192086.35289202753
2448,189227.73339177677
2449,140967.83636559796
2450,176604.54522006903
2451,163334.24410996254
2452,178268.14705034863
2453,135856.5077317208
2454,176604.54522006903
2455,140967.83636559796
2456,136565.4636609339
2457,176604.54522006903
2458,163334.24410996254
2459,138204.48352687247
2460,163334.24410996254
2461,143731.18920432345
2462,140967.83636559796
2463,140967.83636559796
2464,202843.36274659433
2465,143731.18920432345
2466,143731.18920432345
2467,163334.24410996254
2468,176312.4520066487
2469,140967.83636559796
2470,282273.25057418644
2471,179037.39749865525
2472,169924.77472693333
2473,185658.79386731563
2474,176604.54522006903
2475,169924.77472693333
2476,140141.7421044588
2477,136565.4636609339
2478,140967.83636559796
2479,135856.5077317208
2480,177823.39797619163
2481,136565.4636609339
2482,140967.83636559796
2483,135856.5077317208
2484,135856.5077317208
2485,136565.4636609339
2486,140967.83636559796
2487,257034.54596413026
2488,163334.24410996254
2489,140967.83636559796
2490,140967.83636559796
2491,138204.48352687247
2492,192880.86547301023
2493,176604.54522006903
2494,189309.05907648976
2495,140141.7421044588
2496,228991.5048420687
2497,148149.98756504373
2498,136565.4636609339
2499,138204.48352687247
2500,185658.79386731563
2501,137611.76893482835
2502,143731.18920432345
2503,176312.4520066487
2504,192880.86547301023
2505,192086.35289202753
2506,192880.86547301023
2507,202843.36274659433
2508,192880.86547301023
2509,176312.4520066487
2510,192880.86547301023
2511,176604.54522006903
2512,192086.35289202753
2513,197088.5120270427
2514,167969.0037441985
2515,136565.4636609339
2516,183235.31960076635
2517,135856.5077317208
2518,148149.98756504373
2519,197088.5120270427
2520,192086.35289202753
2521,197088.5120270427
2522,197088.5120270427
2523,135856.5077317208
2524,189309.05907648976
2525,189309.05907648976
2526,149089.66692954986
2527,135856.5077317208
2528,135856.5077317208
2529,138204.48352687247
2530,138204.48352687247
2531,192880.86547301023
2532,197088.5120270427
2533,197088.5120270427
2534,176312.4520066487
2535,197088.5120270427
2536,192086.35289202753
2537,156525.30798008243
2538,197088.5120270427
2539,185658.79386731563
2540,176604.54522006903
2541,197088.5120270427
2542,193858.93705410598
2543,139066.76379087652
2544,139066.76379087652
2545,143731.18920432345
2546,135856.5077317208
2547,137611.76893482835
2548,216124.49869608594
2549,183235.31960076635
2550,278142.43172856164
2551,135856.5077317208
2552,140141.7421044588
2553,189309.05907648976
2554,178268.14705034863
2555,140141.7421044588
2556,139066.76379087652
2557,135856.5077317208
2558,194839.4008297775
2559,140967.83636559796
2560,178268.14705034863
2561,138204.48352687247
2562,143731.18920432345
2563,140967.83636559796
2564,202843.36274659433
2565,149334.12978826495
2566,176312.4520066487
2567,177823.39797619163
2568,148149.98756504373
2569,192880.86547301023
2570,135856.5077317208
2571,176312.4520066487
2572,139066.76379087652
2573,192880.86547301023
2574,193858.93705410598
2575,140967.83636559796
2576,176604.54522006903
2577,176604.54522006903
2578,138204.48352687247
2579,140141.7421044588
2580,180223.84209404857
2581,140967.83636559796
2582,138204.48352687247
2583,177823.39797619163
2584,185658.79386731563
2585,189309.05907648976
2586,153271.61057780305
2587,176604.54522006903
2588,139066.76379087652
2589,135856.5077317208
2590,185658.79386731563
2591,192086.35289202753
2592,176312.4520066487
2593,176604.54522006903
2594,189309.05907648976
2595,185658.79386731563
2596,189309.05907648976
2597,192880.86547301023
2598,271350.45740146004
2599,178268.14705034863
2600,139827.46626279972
2601,153427.54980126527
2602,149089.66692954986
2603,139066.76379087652
2604,149089.66692954986
2605,148149.98756504373
2606,139066.76379087652
2607,189309.05907648976
2608,163334.24410996254
2609,148149.98756504373
2610,135856.5077317208
2611,136565.4636609339
2612,163334.24410996254
2613,139066.76379087652
2614,135856.5077317208
2615,185658.79386731563
2616,135856.5077317208
2617,149334.12978826495
2618,153271.61057780305
2619,196110.44044594702
2620,183235.31960076635
2621,197088.5120270427
2622,197088.5120270427
2623,197088.5120270427
2624,213600.37260116107
2625,206376.57458452272
2626,176604.54522006903
2627,185658.79386731563
2628,277738.8770518453
2629,299200.26606882515
2630,216124.49869608594
2631,216124.49869608594
2632,271350.45740146004
2633,192880.86547301023
2634,201502.61252874113
2635,135856.5077317208
2636,201502.61252874113
2637,135856.5077317208
2638,202843.36274659433
2639,236199.0619273716
2640,189309.05907648976
2641,135856.5077317208
2642,183852.69299673924
2643,148149.98756504373
2644,149334.12978826495
2645,148149.98756504373
2646,149089.66692954986
2647,148149.98756504373
2648,183852.69299673924
2649,140967.83636559796
2650,183852.69299673924
2651,193858.93705410598
2652,216124.49869608594
2653,189309.05907648976
2654,196110.44044594702
2655,192880.86547301023
2656,224357.38245572784
2657,202843.36274659433
2658,202843.36274659433
2659,211250.53664030432
2660,224357.38245572784
2661,176604.54522006903
2662,176312.4520066487
2663,206376.57458452272
2664,189309.05907648976
2665,189309.05907648976
2666,189309.05907648976
2667,202843.36274659433
2668,201502.61252874113
2669,189309.05907648976
2670,213600.37260116107
2671,201502.61252874113
2672,189309.05907648976
2673,185658.79386731563
2674,192880.86547301023
2675,176604.54522006903
2676,192086.35289202753
2677,206376.57458452272
2678,289452.3419572619
2679,197088.5120270427
2680,197088.5120270427
2681,206376.57458452272
2682,206376.57458452272
2683,277738.8770518453
2684,213600.37260116107
2685,201502.61252874113
2686,202843.36274659433
2687,193858.93705410598
2688,192880.86547301023
2689,185658.79386731563
2690,304074.2281246068
2691,197088.5120270427
2692,149089.66692954986
2693,176604.54522006903
2694,163334.24410996254
2695,201502.61252874113
2696,197088.5120270427
2697,192086.35289202753
2698,192086.35289202753
2699,177823.39797619163
2700,185658.79386731563
2701,193858.93705410598
2702,136565.4636609339
2703,205704.8871295609
2704,140967.83636559796
2705,135856.5077317208
2706,135856.5077317208
2707,135856.5077317208
2708,149089.66692954986
2709,136565.4636609339
2710,136565.4636609339
2711,200386.34467616206
2712,213600.37260116107
2713,149089.66692954986
2714,194071.72948710853
2715,194071.72948710853
2716,194071.72948710853
2717,183235.31960076635
2718,176604.54522006903
2719,189309.05907648976
2720,192880.86547301023
2721,136565.4636609339
2722,149334.12978826495
2723,140141.7421044588
2724,136565.4636609339
2725,136565.4636609339
2726,136565.4636609339
2727,176312.4520066487
2728,149334.12978826495
2729,149334.12978826495
2730,136565.4636609339
